0,-15.7757368421,-13.6684438596,6.81700175439,-7.50257368421,-8.71733157895,-4.81243859649,-9.82358245614,-5.15700175439,-4.42654385965,-5.77948421053,-10.8058280702,-7.44723508772,3.04420877193,-8.66259473684,0.708510526316,-11.085677193,-5.52303859649,-10.0317578947,-12.0290824561,-9.73016315789,-2.46809298246,-9.1078245614,-7.76085614035,-6.45429122807,-0.334277192982,-9.50586666667,4.14083157895,-10.3416807018,-12.6589824561,-7.65413859649
1,-15.7757368421,-13.6684438596,6.81700175439,-7.50257368421,-8.71733157895,-4.81243859649,-9.82358245614,-5.15700175439,-4.42654385965,-5.77948421053,-10.8058280702,-7.44723508772,3.04420877193,-8.66259473684,0.708510526316,-11.085677193,-5.52303859649,-10.0317578947,-12.0290824561,-9.73016315789,-2.46809298246,-9.1078245614,-7.76085614035,-6.45429122807,-0.334277192982,-9.50586666667,4.14083157895,-10.3416807018,-12.6589824561,-7.65413859649
2,-15.7757368421,-13.6684438596,6.81700175439,-7.50257368421,-8.71733157895,-4.81243859649,-9.82358245614,-5.15700175439,-4.42654385965,-5.77948421053,-10.8058280702,-7.44723508772,3.04420877193,-8.66259473684,0.708510526316,-11.085677193,-5.52303859649,-10.0317578947,-12.0290824561,-9.73016315789,-2.46809298246,-9.1078245614,-7.76085614035,-6.45429122807,-0.334277192982,-9.50586666667,4.14083157895,-10.3416807018,-12.6589824561,-7.65413859649
3,-12.3872671875,-13.8603109375,-2.20900703125,-7.93463828125,-9.3211140625,-10.2250210937,-9.9378515625,-3.9388015625,-2.6715140625,-5.32245546875,-10.8248734375,-8.1594015625,3.1762921875,-12.1137304687,-8.510578125,-13.6140117188,-9.25490859375,-13.132625,-16.8472265625,-9.41030546875,-2.08167734375,-10.4239210937,-5.61290625,-4.6400609375,2.48532734375,-4.411784375,1.30705859375,-8.06440546875,-7.33940234375,-12.5589914062
4,-13.6476703125,-15.3552257812,0.68535234375,-7.40003828125,-8.35282109375,-8.3257328125,-10.7327429687,-4.16908828125,-2.2784546875,-7.0856421875,-10.5866359375,-7.7132953125,3.60384296875,-11.0489953125,-5.3575796875,-13.8231015625,-8.56693203125,-10.3893554687,-16.207571875,-10.3302546875,-2.85014140625,-9.2652328125,-5.9726796875,-3.851021875,-0.2889390625,-7.36824296875,2.162565625,-10.6146515625,-11.6606625,-11.0027
5,-3.1297,5.6263,-3.37275,2.72315,2.50465,-7.08205,-3.1122,2.0192,-5.60175,0.4779,-2.05085,6.20365,-9.16365,5.87245,-3.839,8.5787,-2.7605,6.35545,5.51705,1.2621,0.07275,-3.05915,6.00635,-8.72065,-8.96785,-1.777,-8.36745,-7.405,-6.61385,3.09535
6,-3.1297,5.6263,-3.37275,2.72315,2.50465,-7.08205,-3.1122,2.0192,-5.60175,0.4779,-2.05085,6.20365,-9.16365,5.87245,-3.839,8.5787,-2.7605,6.35545,5.51705,1.2621,0.07275,-3.05915,6.00635,-8.72065,-8.96785,-1.777,-8.36745,-7.405,-6.61385,3.09535
7,-12.3872671875,-13.8603109375,-2.20900703125,-7.93463828125,-9.3211140625,-10.2250210937,-9.9378515625,-3.9388015625,-2.6715140625,-5.32245546875,-10.8248734375,-8.1594015625,3.1762921875,-12.1137304687,-8.510578125,-13.6140117188,-9.25490859375,-13.132625,-16.8472265625,-9.41030546875,-2.08167734375,-10.4239210937,-5.61290625,-4.6400609375,2.48532734375,-4.411784375,1.30705859375,-8.06440546875,-7.33940234375,-12.5589914062
8,-15.7757368421,-13.6684438596,6.81700175439,-7.50257368421,-8.71733157895,-4.81243859649,-9.82358245614,-5.15700175439,-4.42654385965,-5.77948421053,-10.8058280702,-7.44723508772,3.04420877193,-8.66259473684,0.708510526316,-11.085677193,-5.52303859649,-10.0317578947,-12.0290824561,-9.73016315789,-2.46809298246,-9.1078245614,-7.76085614035,-6.45429122807,-0.334277192982,-9.50586666667,4.14083157895,-10.3416807018,-12.6589824561,-7.65413859649
9,-10.3260709091,-11.8118081818,-1.71527636364,-2.79955636364,-9.73659727273,-9.00457454545,-9.92645,-5.32565727273,-4.90681363636,-8.15364636364,-9.99693272727,-6.59032454545,-0.0797127272727,-11.0021645455,-2.07315090909,-9.21641090909,-6.07957818182,-4.32404090909,-12.9508518182,-10.2669290909,-5.14554454545,-9.92367909091,-6.71498727273,-8.03597909091,-1.35704454545,-6.07514090909,1.79337181818,-9.22890090909,-11.4326990909,-8.47427636364
